keyword,wordCityCount,tfLabel,pseg,mi2I,mi2z_rand,mi2p_rand
泥石流,30,2,n,0.20350938050344547,4.977164351633287,6.45225338269384e-07
天灾,28,2,n,0.17034648269932204,4.1818950879239685,2.890893668472394e-05
趟水,27,2,n,0.20325528596486683,4.980482720889257,6.342586571506104e-07
水漫,23,2,n,0.016080483908041912,0.45605288606654076,0.6483519484748619
经水,22,2,n,0.056688682031871745,1.442722903273864,0.1490985447313462
水浸,21,2,n,0.2342533221733873,5.761506715548438,8.33663449384403e-09
灾难,21,2,n,0.09485531049091121,2.372300645920995,0.017677699854191875
洪涝,20,2,n,0.1599281890578238,3.959345379594398,7.515548334025013e-05
断电,20,2,n,0.12622371507496669,3.1388641034445643,0.001696040835279522
汛情,17,2,n,0.22078774257729766,5.466155232339972,4.5990162123032974e-08
封路,17,2,n,0.1910707006471986,4.739380140355309,2.1437299710935775e-06
灾后,16,2,n,0.12468000505647762,3.1217630224978614,0.001797715821125978
物资,15,2,n,0.06498599872673758,1.6626912972698857,0.0963742451500127
断水,13,2,n,0.27754237558344236,6.920679724670051,4.494848937497409e-12
警戒水位,12,2,n,0.2710155469373378,6.782982749098376,1.177191677470546e-11
水害,12,2,n,0.02640180323626458,0.7215609327300708,0.47056446558901
水情,12,2,n,0.03451420987556701,0.9225828288947019,0.3562246474388795
灾民,12,2,n,0.1274900529073905,3.226483643384617,0.001253213946762921
断网,12,2,n,0.07521808124447385,1.931206997729818,0.053457458975538996
